file_name,Type,SkewnessBlue,KurtosisBlue,MeanPixelBlue,SkewnessGreen,KurtosisGreen,MeanPixelGreen,SkewnessRed,KurtosisRed,MeanPixelRed,CombinedType,camera,focal,lens,zoom_raw,total_zoom,exposure_time_raw,exposure_time_sec,pixel_width,pixel_height,number_of_megapixels,Width_to_Height_Ratio,Landscape_or_Portrait,focal_comb,lens_comb,zoom_comb,et_comb,megapx_comb,ratio_comb,pixel_size
20190426_BP_690-040_6_CD.JPG,BS,0.54,1.2,92.13,0.2,0.34,108.7,0.05,-0.2,120.77,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_6_CD.JPG,HEM,0.58,0.91,89.0,0.36,0.41,97.37,0.23,0.04,105.73,ORE,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_7_CD.JPG,AMP,0.83,1.1,87.34,0.58,0.55,94.87,0.39,0.08,101.6,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_7_CD.JPG,QR,0.59,0.63,101.1,0.46,0.43,105.53,0.22,0.13,118.17,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_8_CD.JPG,AMP,0.93,1.43,83.56,0.68,0.8,90.91,0.51,0.31,96.81,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_8_CD.JPG,QR,0.58,0.32,101.42,0.47,0.18,105.66,0.27,-0.03,116.68,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_9_CD.JPG,AMP,0.87,1.3,85.18,0.61,0.67,93.32,0.44,0.2,99.67,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BP_690-040_9_CD.JPG,QR,0.63,0.43,99.5,0.5,0.25,104.09,0.3,0.02,115.5,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-093_2_CD.JPG,AMP,0.24,0.17,105.29,0.25,0.16,98.86,0.33,0.2,92.79,CW,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 441)",2.27,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,Larger than 1 ms,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-0953_1_CD.JPG,AMP,0.39,0.43,90.47,0.37,0.4,81.19,0.41,0.38,74.55,CW,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1406)",0.71,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-0953_1_CD.JPG,HEM,0.2,-0.35,97.35,0.17,-0.4,89.27,0.16,-0.43,85.82,ORE,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1406)",0.71,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_10_CD.JPG,HEM,0.64,1.88,73.48,0.69,1.87,67.59,0.65,1.68,68.97,ORE,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1880)",0.53,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_10_CD.JPG,QR,-0.3,1.81,92.03,-0.7,1.34,112.51,-0.9,0.84,143.56,DW,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1880)",0.53,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_1_CD.JPG,HEM,1.27,4.43,73.59,1.24,3.99,69.64,1.16,3.32,72.06,ORE,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_1_CD.JPG,QR,-0.06,0.75,84.14,-0.27,0.46,98.33,-0.33,0.06,122.28,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_1_CD.JPG,GN,0.13,0.18,79.93,0.1,0.11,81.39,0.11,0.04,82.68,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_2_CD.JPG,HEM,1.31,4.5,72.64,1.28,4.03,68.59,1.18,3.31,71.53,ORE,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_2_CD.JPG,QR,-0.03,0.81,81.79,-0.24,0.42,95.74,-0.31,-0.03,119.8,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_2_CD.JPG,GN,0.11,0.05,75.92,0.09,0.01,77.36,0.09,-0.1,78.76,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_3_CD.JPG,QR,-0.05,2.06,79.57,-0.21,1.49,87.33,-0.32,0.86,103.76,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_3_CD.JPG,GN,0.28,0.84,84.99,0.21,0.62,86.69,0.11,0.32,88.67,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_4_CD.JPG,QR,-0.04,1.28,84.65,-0.2,0.83,97.2,-0.3,0.19,119.2,DW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_4_CD.JPG,GN,0.13,0.3,83.06,0.12,0.25,84.45,0.08,0.11,85.76,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_5_CD.JPG,HEM,1.54,8.69,81.6,1.17,6.15,84.04,0.64,3.09,97.88,ORE,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1634)",0.61,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_5_CD.JPG,QR,0.0,1.39,88.13,-0.28,0.62,104.11,-0.42,0.1,131.59,DW,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1634)",0.61,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_5_CD.JPG,GN,-0.17,-0.41,84.65,-0.21,-0.46,89.73,-0.26,-0.5,97.15,CW,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1634)",0.61,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_6_CD.JPG,HEM,1.24,2.63,86.56,1.14,2.19,84.02,0.95,1.54,90.31,ORE,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1468)",0.68,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_6_CD.JPG,QR,0.04,0.85,89.03,-0.21,0.27,105.93,-0.35,-0.07,134.73,DW,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1468)",0.68,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_6_CD.JPG,GN,0.0,-0.67,81.14,-0.01,-0.61,87.2,-0.01,-0.52,97.43,CW,iPhone XR,4.25,1.7,"(1512, 677)",2.23,"(1, 1468)",0.68,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_7_CD.JPG,AMP,0.97,3.85,59.32,0.89,3.2,52.0,1.02,3.37,46.71,CW,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_7_CD.JPG,HEM,0.88,3.04,67.92,0.88,2.86,59.68,0.88,2.74,58.51,ORE,iPhone XR,4.25,1.7,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_8_CD.JPG,AMP,0.41,0.76,85.48,0.37,0.67,77.17,0.38,0.59,70.55,CW,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1513)",0.66,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_8_CD.JPG,HEM,0.38,0.63,95.34,0.39,0.62,86.29,0.39,0.59,84.47,ORE,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1513)",0.66,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_BW_718-095_9_CD.JPG,HEM,0.21,0.49,105.35,0.21,0.52,95.81,0.21,0.53,94.62,ORE,iPhone XR,4.25,1.7,"(756, 445)",1.7,"(1, 1176)",0.85,4032,3024,12.19,1.33,Landscape,Greater than 4.15 mm,Less than 2.28,Zoom in,1 ms or less,Larger than 12 megapixels,Others,"(4032, 3024)"
20190426_bp-662-010_AS.JPG,LIM1,0.53,0.46,78.21,0.4,0.27,97.72,0.25,0.01,124.45,ORE,iPhone 6,4.15,2.28,"(612, 329)",1.86,"(1, 384)",2.6,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bp-662-010_AS.JPG,IFG,0.37,1.48,74.29,0.07,1.15,89.94,-0.19,0.94,113.02,ORE,iPhone 6,4.15,2.28,"(612, 329)",1.86,"(1, 384)",2.6,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bp-676-045_AS.JPG,QR,0.05,-0.65,98.94,-0.01,-0.72,106.19,-0.0,-0.73,119.97,DW,iPhone 6,4.15,2.28,"(408, 337)",1.21,"(1, 618)",1.62,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bp-676-045_AS.JPG,HEM,0.82,0.49,76.66,0.86,0.49,77.12,0.85,0.47,88.03,ORE,iPhone 6,4.15,2.28,"(408, 337)",1.21,"(1, 618)",1.62,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bp-676-045_AS.JPG,HEM,0.46,-0.34,87.39,0.47,-0.32,84.52,0.45,-0.39,91.8,ORE,iPhone 6,4.15,2.28,"(408, 337)",1.21,"(1, 618)",1.62,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-704-057_AS.JPG,HEM,0.1,-0.26,82.87,0.03,-0.22,85.6,-0.04,-0.22,94.14,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-704-057_AS.JPG,BS,0.28,-0.1,78.98,0.18,-0.21,94.38,0.18,-0.23,112.67,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-704-057_AS.JPG,AMP,0.91,1.5,71.41,0.75,0.49,76.46,0.62,0.08,83.81,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-718-095-1_AS.JPG,AMP,1.77,5.52,94.2,1.71,5.31,93.89,1.82,5.69,91.86,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-718-095-1_AS.JPG,HEM,0.15,0.08,84.75,0.14,0.01,83.55,0.11,-0.09,86.77,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-718-095-2_AS.JPG,HEM,-0.04,-0.51,104.63,0.03,-0.46,106.64,0.04,-0.38,118.59,ORE,iPhone 6,4.15,2.28,"(306, 173)",1.77,"(1, 775)",1.29,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190426_bw-718-095-2_AS.JPG,QR,0.22,-0.18,92.51,0.09,-0.24,107.29,-0.07,-0.31,131.65,DW,iPhone 6,4.15,2.28,"(306, 173)",1.77,"(1, 775)",1.29,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-662-008-1_AS.JPG,IFG,5.71,34.65,39.1,5.38,31.93,46.1,4.93,28.32,55.74,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-662-008-1_KS.jpg,IFG,0.69,2.79,82.03,0.72,2.58,81.01,0.63,2.01,84.03,ORE,SM-A530W,3.93,1.53,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4608,3456,15.93,1.33,Landscape,Less than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4608, 3456)"
20190427_bp-662-008-3_AS.JPG,IFG,2.86,23.21,69.66,2.43,18.31,71.01,1.99,13.85,76.08,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-662-008-3_AS.JPG,QR,1.11,2.05,77.08,0.95,1.65,83.12,0.79,1.44,91.25,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-662-008_AS.JPG,IFG,5.96,49.16,49.0,5.23,41.16,57.92,4.38,32.39,71.21,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-662-008_KS.jpg,IFG,1.95,5.81,75.32,1.86,5.33,77.2,1.72,4.68,82.17,ORE,SM-A530W,3.93,1.53,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4608,3456,15.93,1.33,Landscape,Less than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4608, 3456)"
20190427_bp-662-010-1_KS.jpg,IFG,1.55,2.89,84.35,1.42,2.64,87.5,1.19,2.14,93.91,ORE,SM-A530W,3.93,1.53,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4608,3456,15.93,1.33,Landscape,Less than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4608, 3456)"
20190427_bp-662-010_KS.jpg,IFG,1.72,3.62,83.38,1.62,3.33,85.9,1.47,2.89,91.08,ORE,SM-A530W,3.93,1.53,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,4608,3456,15.93,1.33,Landscape,Less than 4.15 mm,Less than 2.28,N/A,N/A,Larger than 12 megapixels,Others,"(4608, 3456)"
20190427_bp-676-045_AS.JPG,HEM,1.07,5.06,43.63,1.05,4.85,41.22,0.94,3.56,45.21,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-676-045_AS.JPG,HEM,3.71,13.99,55.49,3.63,13.48,51.65,3.58,13.18,51.55,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bp-676-045_AS.JPG,QR,0.69,1.71,45.26,0.58,1.42,51.13,0.5,1.03,62.43,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095-2_AS.JPG,HEM,1.23,5.41,55.43,1.27,4.49,53.55,1.36,3.98,57.29,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095-2_AS.JPG,QR,0.13,0.99,68.91,-0.03,0.4,88.82,-0.18,-0.21,120.34,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095-3_AS.JPG,QR,0.61,1.48,49.3,0.45,0.99,62.58,0.27,0.21,87.24,DW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095-3_AS.JPG,GN,0.57,1.48,47.69,0.49,1.18,52.44,0.46,0.73,58.55,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095_AS.JPG,AMP,2.61,17.44,64.32,2.65,18.04,59.51,2.76,19.2,57.71,CW,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190427_bw-718-095_AS.JPG,HEM,0.91,2.7,71.93,0.91,2.79,66.47,0.89,2.84,67.12,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,1632,1224,2.0,1.33,Landscape,4.15 mm,2.28,N/A,N/A,2 megapixels or less,Others,"(1632, 1224)"
20190428_bp-662-008_AS.JPG,IFG,1.26,3.19,72.47,1.21,3.27,75.33,1.2,3.72,74.49,ORE,iPhone 6,4.15,2.28,"(204, 91)",2.24,"(1, 40)",25.0,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-662-010_AS.JPG,LIM1,1.62,8.22,73.14,0.74,3.62,88.64,0.21,1.57,103.82,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-662-010_AS.JPG,IFG,2.62,12.17,72.01,2.35,10.65,82.49,1.84,8.05,94.06,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-662-010_AS.JPG,IFG,1.51,4.34,78.23,1.32,3.57,87.36,1.15,2.97,93.03,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-662-010_AS.JPG,HEM,1.91,6.3,68.83,1.76,6.1,71.17,1.53,5.32,73.77,ORE,iPhone 6,4.15,2.28,HAS EXIF BUT NO ZOOM INFO,N/A,HAS EXIF BUT NO EXPOSURE TIME INFO,N/A,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,N/A,N/A,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-676-045-1_AS.JPG,HEM,0.63,1.74,122.75,0.43,1.61,126.52,0.2,1.16,128.66,ORE,iPhone 6,4.15,2.28,"(68, 49)",1.39,"(1, 40)",25.0,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-676-045-1_AS.JPG,HEM,1.12,3.42,106.4,1.0,2.72,105.08,0.84,2.25,102.26,ORE,iPhone 6,4.15,2.28,"(68, 49)",1.39,"(1, 40)",25.0,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
20190428_bp-676-045-1_AS.JPG,QR,-0.33,0.45,139.53,-0.41,0.3,144.54,-0.46,0.16,146.04,DW,iPhone 6,4.15,2.28,"(68, 49)",1.39,"(1, 40)",25.0,3264,2448,7.99,1.33,Landscape,4.15 mm,2.28,Zoom in,Larger than 1 ms,Larger than 2 and less than 12 megapixels,Others,"(3264, 2448)"
